Speak with Vilo at Haven in Zereth Mortis.	Supplies from The Enlightened	Ah, yes. How I've looked forward to this moment for quite some time! Come, visit me. Let us share this achievement together. I've prepared something special just for you. 
Use the Automa Hand to activate an Automa Console and obtain the Repository Treasure.	A Mutual Exchange	It seems the other automa did not appreciate our appropriation of their colleague's hand. They have become hostile. Unfortunate, but we cannot allow this to impede our progress. The automa's hand should activate a console within the Genesis Repository. I believe it holds an object of great potential. After you acquire it, I will guide you to a place that may provide a means to reach the allies you left behind. Do we have an accord? 
	Flight School: Falling With Style	 
Defend Maldraxxus by completing Daily Quests and World Quests, looting treasures, and slaying rare creatures. You may also defeat powerful foes in the Plaguefall and Theater of Pain dungeons.	A Call to Maldraxxus	The forces of Maldraxxus have long defended the Shadowlands from threats outside of our lands. Now, they face their greatest threats from within. The balance of power between the houses is broken. It has led them to assault us, and others. Their problems are many, our solutions are just. Travel to Maldraxxus and slay those that would do the Shadowlands harm, providing shelter to your allies when you find them. 
Defeat Grixis Tinypop in a pet battle.	Airborne Defense Force	 
	Soul Well	 
Use Primrose's Pyrotechnic Powder to destroy 5 Ritual Altars.	Break It Down	I've seen the ritual. It's... terrifying. But the altars seem to be the key. If only I had my pyrotechnic powder, I could blast them to bits!<Primrose is silent for a moment, then takes a deep breath.>If you could get the powder and guard me, we could blow up those altars. I stashed as much as I could in our dwellings. They don't seem to care any more. You don't have wings, but a pinch of faerie dust should work for a short time. Let's do this before I change my mind! 
Search for Kivarr at Eventide Grove in Ardenweald.	Searching the Grove	It is clear that a struggle took place here. I fear that Kivarr may have been taken by the Drust. I scouted the surrounding area before you arrived. Eventide Grove has been overrun. The Drust cannot have taken her far. We may yet be able to find her. I just pray that we are not too late... 
Find a way to restore Locrian Esper.	Restore the Flow	Look! Devourers have penetrated the temple's defenses. Those ravenous menaces feed on any energy that they can find. They must have been drawn to the wellspring's power. With that kind of interference, no wonder the waters have been stalled! The solution must be inside Locrian Esper. Once there, see if you can find a way to reverse the damage that has been done. 
Help Keeper Ta'saran replenish stock by retrieving the items on the list he's provided you.	Ember Court: Mortal Reminders	For a reasonable renumeration, Ta Cartel can supply the decorations you require. Restocking unique and intriguing items is an important aspect of doing business. As you can freely return to your own world, you can provide me some new and exciting products to offer. Your world has captured the imagination of many of our clients. I have buyers looking for some specific things native to Azeroth. 
Go through the mirror, then collect the Countess's Sinstone.	Through Glass	The mirror frame rests at the bottom of Redelav Hall. Kleia and Pelagos wait there. With these shards, I can piece it together. We will go through, grab the sinstone, and go face the Countess. Let nothing stand in our way. 
Slay the variety of slimes to fill the tanks with fluid.	Filling the Tanks	<The containment pack appears to be intact, albeit empty. Perhaps refilling it with the appropriate mixture of liquids will render it functional once more. Slaying the correct combination of slimes should provide all the fluid necessary.> 
	Frog'it	 
Visit the Untamed Verdure with Glimmercane.	Mysterious Greenery	There's a bright power emanating from the place above. I'm drawn towards it, like a moth to a light! I want to check it out, whatever it is. Won't you join me, please? It'll be so fun! 
Purchase an Anima Supricifer from Ve'nari and recover 5 Molten Anima.	A Grave Chance	First you'll need a vessel to house anima and a way to expel it. I happen to possess such a device, which I'll be pleased to give to you. For a price, of course. You recall Zovaal's Cauldron, I trust? The denizens there were forged in unholy fire. Assuming their anima is of a similar nature, it should be able to melt even the metals of the tower. With my device and their anima, I believe you can achieve your goal, Maw Walker. 
Gather the Ingress Phrases on the Ultimus Locus that are needed to claim the Vessel.	Searching High and Low	Three locks upon the door, three keys hidden atop the zenith. Find the phrases. Speak the words. Secure the vessel. 
Disarm 6 trapped tools.	The Sweat of Our Brow	Ah, an outsider! You are perfect for this task. The spriggans are known for their mischief. They have been cursing our tools and supplies and trapping unsuspecting workers! Like our curses, they must obey the rules. You'll need shimmerdust for baskets, thread made of gossamer for harps, and minty fresh breath for the soulwebs. How odd. Good luck and let the Lady of the Falls know when you're done. She'll be delighted to hear it! 
Place the Progenitor Magic Sensors in the Catalyst Gardens.	Obvious Plant	The situation in the Catalyst Gardens is troubling. But most troubling of all is that we do not know more. If we had an understanding of the changing levels of energy emitted by the Creation Catalyst, we could make better decisions as to how to proceed. Take these sensors. Place them below the catalyst at the locations marked upon your map. 
Drink Feroz's solution and destroy the automa of the Catalyst Gardens.	Flora Frenzy	Those guardian automa will shoot down anything that attempts to reach the Creation Catalyst. May I suggest fighting fire with fire? Or rather, fighting the creations of the First Ones with the creation energy of the First Ones? I have had little time to adequately test my theory, but this potion should provide the boost you need to destroy them... ideally without dying from exposure to the creation energy in the process. 
Enter Plaguefall and recover 12 Poxedskin Samples and Margrave Stradama's Plasm.	Plaguefall: Knee Deep In It	There are many in the House of Plagues who survived its destruction only to later fall victim to the plagues released in the explosion. Margrave Stradama herself was driven mad from a mixture of twelve different airborne poxes! These dangers still remain and spread out from the ruins, infecting new victims daily. I need you to travel into the ruins and recover samples from the victims there. 
Observe Kowalskos' test flight.	Glimmerflight	This so exciting! Come, another test is in order. I can hardly wait! 
	Things Remembered	 
Investigate the offers of the Brokers to see whether a remnant of Aliothe's world may be found.	RSVP: Droman Aliothe	I serve my Queen and abide by my oath to guard this hollow and tend the spirits it encloses. Once, I might have enjoyed your Prince's party, but I am no longer suited to revelry. My world was destroyed long ago, and perhaps I have lost the joy I felt as its wild guardian. I would dearly like a reminder of my old home. I have heard those strange traders, the brokers, have unusual objects from other worlds. Perhaps they have something from mine? 
Defeat any inquisitor in Halls of Atonement. Archivist Fane can provide Inquisitor Sinstones to help you in your hunt.	Stop the Inquisition	The Lord Chamberlain's inquisitors still torment the poor souls trapped under their care. You must put a stop to their wicked deeds! Speak with Archivist Fane, whom you worked with before to defeat an inquisitor, to acquire the sinstone of another inquisitor in the halls. With their sinstone, you will be able to shatter that inquisitor's defenses and lead the charge to defeat them. Bring friends, $p. Many of the inquisitors are far too dangerous to approach alone. 
	The Patient Bufonid	Look, another magnificent creature of Zereth Mortis! By the glint in its eye, I would say it was playing along the whole time. Patience delights. Bud is pleased. Excellent work, Maw Walker. 
	Trouble at the Gormling Corral	 
12 Prying Eye's research data collected.	Portal Play	To aid in my studies, I have used a network of travel portals to install monitoring devices all over Zereth Mortis. My devices have been quite successful at collecting large amounts of research data. It's time now to collect the data they have obtained. Use my portal network to locate my Prying Eyes and collect any data they have gathered. I'll give you a portal initiator as well, allowing you to re-enter the portal network, incase you find yourself lost! 
Experiment with waterfall water in Dimensional Falls.	Cascades of Magnitude	Many of the creatures here at Dimensional Falls are particularly affected by the environment. Hmm... let us experiment with the waterfalls themselves! We have seen unique effects from various natural components here in Zereth Mortis. Why not the water as well? Collect some water, then sprinkle it on a creature in the Falls to see what happens. 
Find a stolen memory of the Runecarver.	Reawakening	If you can retrieve my memories, I can help you. At least I believe I can. Then, perhaps, we can help each other. 
Speak to Anduin Wrynn in the Geometric Cavern.	The Broken Crown	Our friends have returned from the Sepulcher of the First Ones with a familiar face. Anduin... What terrible things he has endured. But as difficult and painful as it is, we must uncover what he knows. The Jailer has blocked our way within the Sepulcher, and we risk falling victim to Domination ourselves if we blindly follow. He is our best hope. 
	Mor'geth	 
	It's Race Day in the Ramparts!	 
Kill Mawsworn Troops within Perdition Hold in The Maw. Suggested Players [3]	Forces of Perdition	Survival requires that we keep our enemies in check, Maw Walker. With Gorgoa overflowing, the Mawsworn continue to gain strength. Perdition Hold has been fortified with fresh troops. We cannot allow the Mawsworn to bolster their ranks any further. Make your way into Perdition Hold and decimate their forces. When the work is done, you may return to me for your reward. 
Defeat Grixis Tinypop in a pet battle.	Natural Defenders	 
Open the Waystone to Oribos.	This Old Waystone	The Jailer has withdrawn his forces. I should be relieved, but I fear this means he has found a way into the Sepulcher.<Elder Ara trembles.>Despite Elder Kreth's doubts, you have proven to be an ally. Something we need more of. When our expedition arrived in Zereth Mortis, we discovered a dormant waystone. If you are indeed a Maw Walker, then the prophecies tell us that you will be able to activate it. If your allies can save this sacred place, then the path to them must be opened. Come. 
Complete 3 Daily Quests from Mikanikos, Ta'nasi, and Kael'thas throughout Korthia.	In Need of Assistance	The inhabitants of Korthia have been through much. Were it not for our arrival, the Jailer's forces would have rampaged through the remainder of the City of Secrets, leaving destruction in their wake. To continue our efforts, we must assist those in need. Heed the call of our allies, Maw Walker. See to it no stone is left unturned and no ally of the Jailer left alive. 
Speak with Ta'nla the Identifier at the Night Market.	Seeking Smugglers	We brokers have found that it is in our best interests to remain mobile. And discreet. A number of our cities and outposts are tucked away in the In-Between, capable of moving from place to place. Much to my chagrin, it seems I have lost track of Tazavesh. I believe our best course of action is to ask Cartel Ta for access. They pride themselves on keeping track of such things. Let's try our luck with those at the Night Market in Revendreth. They may be more forthcoming than their Oribos kin. 
Defeat Grixis Tinypop in a pet battle.	Failed Experiment	 
""Sootible"" hats may be crafted by players who have the recipe and appropriate tradeskill.	RSVP: Rendle and Cudgelface	I heard about the prince wanting Rendle and me at 'is court. I aim to please 'im an all, but Rendle says 'e haven't got proper ah-tire. Says 'e needs a sootible hat, maybe somethin' posh that hints at 'is inner depths. He says the only good hats are: Red Noggin Candle, or one a them Fae Revel Masques. Or mebbe a Pink Party Hat, or a fancy Crown o' the Righteous. 
Enter the new portal in the Torghast Lobby.	The Jailer's Gauntlet	Maw Walker! I have been looking for you. Word is there is a new gathering of the Jailer's forces in Torghast. I'm not sure what they are doing, but it can't be good. Perhaps you should put an end to their plans? 
	Mirror, Mirror...	We have what we need to get you through, George. My medallion lies on the other side of the mirror. Once through, my medallion will be there... somewhere. Please be careful. My mind may be weakened, but I do remember working with the Accuser to protect the crypt's interior. I should be able to tell you everything about this place, but I am afraid that just is not the case anymore. 
	Tough Crowd	 
	Bad Samples	 
Collect anima sources for the Anima Reservoir at Elysian Hold in Bastion.	Replenish the Reservoir	Hail, Maw Walker. As our influence over Bastion grows, so too does our need for our most precious resource--anima. We must replenish our reserves. Scour the realms for all that you can find and return here with the anima. With our precious reserves replenished, we can direct the anima wherever it is needed most. Go in service, Mechanic. 
Obtain Honor in Arenas.	Observing Arenas	The denizens of your world seem to thrive on conflict, mortal. Members of my cartel have a keen interest in observing your combat prowess in action. Small-scale encounters in a constrained setting could prove informative for me, and potentially lucrative for you. What do you say? 
Meet Firim in Exile's Hollow.	A Monumental Discovery	Maw Walker--Pelagos stopped by earlier to give a report and said that the oracle's preparations were complete, and you were urgently needed. If this is something that can help our efforts, I want you involved. Head to Exile's Hollow and see what they need. 
Meet with Pelodis and Nemea, then pick a side.	Pride or Unit	You have made great strides with our pride. I hope you found value and fulfillment in working with the larion. The time to meet with Pelodis has come. You must decide whose way of life is more rewarding, and which you would prefer to pursue. 
Meet Highlord Bolvar inside the Chamber of First Reflection in Bastion.	Where the Memory Resides	I think I know what will be asked of us in Bastion. It will not be easy. With this half of the Helm, we have collected the first part of what is needed to resist Domination. But there are those of us who have also suffered from it. Lived through it. In a way, it has marked us. All of us. There must be something in those experiences that will help us break free from Zovaal's influence. Let us go to the Chamber of First Reflection in Bastion. 
Complete 1 quests in Perdition Hold and the Face of Oblivion.	Kyrian Assault	The Jailer's forces have been caught off guard by our attack. We shall overrun Perdition Hold and defeat his champions at the Altar of Domination! Your help is needed Maw Walker. Assist our forces on the battlefield! 
	Valinor, the Light of Eons	 
Deposit Anima into your sanctum's Reservoir.	Into the Reservoir	With anima in short supply these days, I've been entrusted to manage the reserves 'till they be needed. Go 'ead and deposit any anima you collect into the reservoir 'ere. Be assured, It'll be safe an' secure in me care. 
Collect 20 rune chits, then bring them to Archivist Roh-Suir in the Reliquary of Remembrance.	Diviner's Rune Chits	<Inside the pouch is a single rune chit. It rotates and flips as if moved by an unseen hand. Runes vaguely reminiscent of the Vrykul language are delicately carved into the stone. On the back of the chit is an indication that it is part of a set.> 
Return to the overlook behind Pilgrim's Grace.	The Pilgrimage Ends	You have rescued many pilgrims, and I have restored your entrance to the Sepulcher. With that, our bargain is concluded--and so, too, is my pilgrimage. But your journey continues. Return to the overlook behind Pilgrim's Grace and open the translocator. My thanks, George. This adventure has been... enlightening. 
Enter Torghast and search for Baine.	The Search for Baine	I dare not step inside that accursed tower myself, of course. While I cannot tell you exactly where your comrade is being held, I offer a gift to assist you. Use it inside Torghast. It should take you somewhere near your missing ally. Baine Bloodhoof was his name, yes? Either that, or you'll end up trapped within the tower's ever-shifting halls for all eternity. But those are the risks one must take, I suppose. Best of luck! 
Retrieve the Prototype Aquilon.	Dead Drop	Ta'nla requested something very... specific... on behalf of a client. The kyrian have been working on a new type of centurion they call an aquilon. I sent some of our trade specialists to retrieve the prototype in question, but they have yet to return. Until I have the item, there is obviously no way I can ship it to Ta'nla. Perhaps we can help one another. If you can locate the aquilon and bring it here, I will help you reach Tazavesh. 
Deliver Gertie Jr. to Lillythistle.	Thread of Hope	<Gertie Jr. looks up at you with hope. Perhaps you can help get her to safety.> 
Speak with representatives from the Enlightened, Venthyr, Necrolord, and Night Fae.	Help From Beyond	If we stand any chance of breaking through the Mawsworn forces, we will need the help of all of the covenants. I will speak with the Kyrian. You and Pelagos can speak with the others. But before you go, ask Firim if there is any way we can gain the support of the Enlightened as well. 
Find and Catch Renny the Vulpin kit.	That Darn Fox!	You! You there! I, Clarion Song, need your assistance. Yes, yes, give yourself a moment to bask in my glory.<Clarion Song gives you a moment.>Done? Good. I need you to catch a troublesome vulpin kit. He is positively barbaric! Running amok, causing havoc, ruining my beauty rest! He's using a concealing charm to make himself invisible, but I know it's him! Make yourself useful and catch that kit! 
Discover a way to break the Runecarver free from his chains.	A Damned Pact	Yes... I begin to remember. Power. Power with a purpose. That is what I can offer. Runes. Runes are the key. I've recalled some of them, but to infuse them into your equipment, I require my hands. Well, one hand would suffice. Both would be better. Find a way to free me from my bonds, mortal. Then I can offer the power you seek. After that, freedom... and perhaps the downfall of the one who bound me. 
Obtain the Eye of the Scryer from Leerok the Scryer in The Maw.	Eye of the Scryer	Evading the Mawsworn's scryers requires powerful magical countermeasures. The prime reagent? A luminescent eye, pried from the skull of a scryer recently shaken from its trance. The scrying ritual begins as we speak. You will, of course, be compensated only for an intact eye. Restraint is advised in its procurement. 
	A Steward for Every Occasion	 
Rescue Archivist Roh-Senara.	Interrupt the Interrogations	Shhh... quietly! The invaders will kill me if they find me here, just as they have killed so many others!<Roh-Suir points frantically in the direction of the Mawsworn.>They're torturing the Archivist! You must find a way to rescue her. We cannot allow the Mawsworn to learn all that she knows! 
Find the Mawsworn presence at the Circle of Thought.	Doppelganger Duel	Something about this doesn't sit right with me. From what you reported, this seems like intentional sabotage from within our ranks... or the work of more dreadlords. If dreadlords are involved, then the obelisk may be at risk! Get to it--if we linger on this it may be too late! 
Lift 4 Mawsteel Shards and throw them off the cliffs.	Mawsteel, Maw Problems	Zereth Mortis is sacred. Rifts should not form here. Something creates them. The metal you found has Maw magic. Devourers use it to make rifts. This is how they skirt our protections. Mawsteel shards are strewn across the area. Take these shards. Throw them off our cliffs. Make sure devourers do not use them to create rifts. 
Obtain Honor in Epic Battlegrounds.	Observing War	Your appetite for conflict is a subject of much discussion here in Oribos, mortal. Members of my cartel have a keen interest in observing your combat prowess in action. Though I understand a great war recently concluded on your world, I am told large-scale conflicts continue to play out in certain locations. Any chance you could arrange a demonstration? 
Complete 3 World Quests in Revendreth with your trainee.	Training in Revendreth	A trainee is in need of your guiding hand. Take them to Revendreth, where you will find the armies of Denathrius thirsting for our demise. Wade in to battle with them against our mighty foes. Return victorious, as their shield and mentor, so that our armies will be bolstered this day. 
Speak to Elder Amir in Pilgrim's Grace.	Judgment Call	Oh no... No no no... What have I done? The elders will never take me back. They shall cast me out as they did Firim. Please, outsider, speak to Elder Amir in Pilgrim's Grace. Give him my thanks for sending you, and tell him all that has happened here. He will understand why I must never return. 
Recover Korthian Repositories from the Korthia Rift for Archivist Roh-Suir.	Lost Research	We have uncovered a promising source of Korthian research. Previous Archivists hid knowledge within repositories that were then placed within the rift. I fear that the repositories are no longer safe and that shades of that realm will consume them. It is imperative that we secure this research before it is lost forever. Use a Repaired Riftkey to enter the Korthia Rift. Recover the Korthian Repositories. 
Deliver three Oozing Ingredient: Viscous Oil to the Pool of Potions.	Pool of Potions	I shall teach you about the Pool of Potions. The potions we create here have a variety of beneficial effects. Kill the slimes in the surrounding ruins and collect the Oozing Ingredient: Viscous Oil they may drop. Each slime can produce a great quantity of oil, so you'll only be able to carry one slime's worth at a time. Deliver this oil to the Pool of Potions and toss it in. 
	Tea Tales: Theotar	 
Speak with Alexstrasza at the Vermillion Redoubt in Twilight Highlands.	A Token of Lost Love	My sister, Alexstrasza, lost her prime consort, Korialstrasz, towards the end of our war with Deathwing. She has loved many in her long life, but none as deeply as he. I know in my heart she loves him still. Find Alexstrasza in the Vermillion Redoubt and ask for a token of her lost love. It will surely prove a powerful reagent for the counter-curse. 
Use Pocopoc to defend the vessel against the devourers.	You Light Up My Life	Great power entices great hunger. The insatiable devourers scale the cliffs in search of sustenance. Soon they will swarm the plateau. They seek to consume all they encounter. The vessel. Its power. Us. This must not come to pass. Wield this automa. Silence their slavering howls. 
Take the portal at the Night Market and speak with Ta'oku.	Above My Station	While I indeed know the location of the Veiled Market, I fear I can do little in terms of providing you with transportation to it. In return for your assistance with a task, I can send you to someone who can assist us both. There is a bounty hunter at Transfer Station Ta, a broker enclave in Bastion. He is better suited to help you... and he owes me a shipment. Meet with Ta'oku and tell him that Ta'nla sent you. For your convenience, I can offer use of a portal. After all, we are partners, yes? 
	Flight School: Flapping Frenzy	 
Find Foreman Thorodir near the Banks of Life.	Trouble in the Banks	Ah, be welcome in my glade, Maw Walker. You are safe here. While it is regrettable that Sorcha must wait for her weapons, it is of paramount importance that I keep my charges safe. I will do anything to prevent them from suffering as the rest of Ardenweald. Perhaps I could ask a small favor of you. I have not heard from the gatherers at the Banks of Life in some time. Would you mind checking on them to make sure they are well? I would go myself, but I must deal with Sorcha. Seek out Foreman Thorodir. 
Search for clues leading to the missing loa.	Following the Trail	I got a bad feelin' about dis, mon. Wildseeds don't just go missing... especially da kind wit' powerful loa in dem! Even da bad eggs like Hakkar and Dambala be protected by da Winter Queen. Someone... or someting... must be stealin' dem! But why? Dey weren't even ready ta be reborn...Search da area and see if ya can pick up da trail. Missing loa be bad for business... and Bwonsamdi be in enough trouble wit' da boss already! 
Defend the Grove of Awakening from the Drust and slay Gorak Zhar.	Drust and Ashes	The Drust encroach upon the Grove of Awakening, George! We must fly in defense of Ardenweald! 
	Chosen Champions	 
Win any Battleground.	Observing Victory	The threads of fate have called you to the realm of conflict, $p. Will you rise to the challenge issued by your territorial rivals? Will you face them in combat and emerge victorious? If you allow me to observe your victory, I will pay you your worth. 
	Tea Tales: Vulca	 
Speak with Fatescribe Roh-Tahl and decide how you want to experience Shadowlands.	The Threads of Fate	It is my duty to observe the strands of fate. The wondrous possibilities that the Purpose lays before us. Fate flows around you, mortal. It shifts. It changes. But I have stilled its movements to offer you... a choice. You may journey through the Shadowlands in the same manner as those who came before you have done. Or you may choose a different path. One that lets you forge a bond with a covenant now, and move freely through the realms of Death to forge your own destiny. What say you, mortal? 
Defeat Wicked Wort.	Outplayed	Now we can strike down their leader, friend. It just so happens that I have a large pouch of puffpetal powder right here. Why don't you take it and toss a few handfuls around the workshop floor at the top of the falls? If they are still there, I imagine they will have an... unfortunate reaction. While you do that I will gather the other elders and make our way to Glitterfall Basin. Speak with the Lady when your task is done. 
	Tea Tales: Lost Sybille	 
Deliver any combination of Mephitic Goo, Viscous Oil, or Miscible Ooze to the Pool of Mixed Monstrosities.	Callous Concoctions	I witnessed your success with the Pool of Potions and I think you could be of help. Within this larger pool, we create more dangerous mixtures! There are three different oozing ingredients we mix together in different combinations to create violent creatures. When enough ingredients have been added to the pool, the mixture takes shape and a creature will emerge! Bring any combination of these ingredients, Mephitic Goo, Viscous Oil, or Miscible Ooze to the Pool of Mixed Monstrosities. 
Head to where Cudgelface thinks Huln was taken, and blend in.	The Big Squeeze	So our missin' blue got 'imself dragged off to the big squeeze. Fortunately I am wise to the prise. We'll soft foot it in like we work there, find your moose, avoid eye contact with the fangs, and chisel out of 'ere like we're masons. Follow? 
	Pupa Trooper	 
Summon an elder spirit of Maldraxxus through the Prime Arcanum and defeat it. Summoning requires three players.	Mantle of Mastery	You have done much to establish yourself as a promising acolyte. Your superiors have made it known that you are ready to be tested for your ritualist's mantle. When you are ready, begin the Ritual of Ancient Summoning to call forth an elder spirit of Maldraxxus. Conquer the spirit, and prove your mettle! 
Bring Kowalskos Ariella's Wing.	Broken Wings	You help me? Really? Wow! Look at me. What am I? I have beak. Feathers. Scaly toes. I am bird, yes? But birds have wings. And I have arms. Why I not have wings? I broken. I can not fly. Larion nearby, flies so gracefully. I must study her wings up close! You help me? 
Speak with various broker cartels around Oribos.	Insider Trading	I am the foremost expert on broker culture. However, relationships between cartels are complicated and unstable. Cartel So holds a small presence here in Oribos, which means the other cartels may have knowledge that I do not. Ask around; with your renown, surely they'll have whatever information that we are missing. 
Find the Proto Architect in the Chamber of Shaping and retrieve a Restoration Matrix.	Access Request	The architect alone possesses the Restoration Matrix required for the restoration. The architect will restore the Protoform Repository. The mortal will gain access to the Chamber of Shaping and inform the architect of recent progress. The architect will restore the repository. Fulfillment of the task is imminent. 
Allow Tal-Inara to examine your anima.	Opening the Maw	The Jailer has gained another sigil, and his forces actively assault Oribos. Bolvar Fordragon and Draka of Maldraxxus suggest taking the fight to the Jailer. To do so, we need a way for their forces to safely come and go from the Maw. This was considered impossible before you arrived, but now I believe we have a chance. I must examine your anima to see if this is truly what the Purpose wills. 
Travel to the floating island with a hookshot, then repair the anima conduit.	Hooking Over	I've made some solid hookshots and grapple points. Don't worry--if they hold my weight, they'll hold yours! They can get us across the chasm to the next anima conduit. I'll go on ahead and wait for you. No telling what might be lurking over there. The sooner we get the anima conduit working, the sooner we get into the vault and claim the Primus's sigil. 
Fly with Danica to Korthia to give Bolvar the news.	Good News, Everyone!	Come, friend. Let us be rid of this foul place. No doubt your comrades will be eager to hear the news of the defeat of the Eye. I will bear you to them. Give the word when you are ready to depart, George. 
Find and rescue the three loa trapped within the Maw.	Loa Rescue	We be here for Ashamane, but me sensin' loa bein' tortured up ahead. Three of dem, if me be right. Me don't know who dey be, but dey don't belong in da Maw. We need ta be bringin' dem back ta Ardenweald, too! 
Bring ease to the Soulfused Construct.	Unity	A unique construct has chosen to join us, but its unethical creation leaves it most unsettled. The fusing of fragmented Kyrian souls within this construct, gives it pain and suffering. We must find a way to harmonize these souls so they can live together in peace. Create the Bindings of Wellbeing and bring ease to the Soulfused Construct. 
Examine the missing relics within the Reliquary of Remembrance.	Missing Relics	Thanks to your aid, I have been able to recover more research regarding the lost relics from the vault. I have gone over the codex and believe there are more relics within Korthia that can still be recovered. These were sealed within chests that I believe have been scattered in Korthia during the initial attack. I have set up the missing relics in here. Commit them to memory. They must be recovered. 
Use the Gormherd Branch on Gloober, then collect gorm gris from the Gorged Gormlings.	Collection Day	Now, we can collect the gorm gris for Guardian Kota! Once the gormlings have eaten something, we can 'encourage' them to give it back up. What they produce, we call gorm gris! My Gormherd Branch should encourage them to do this safely. Go on, give it a try on good ol' Gloober first. What has me worried is how the other gormlings might behave. They have been acting so strangely lately! 
	Not Much to Goo On	 
Find Scholar Roh-Suir to learn more about relics.	Researching Korthian Relics	<You find a torn book regarding relics that were being kept within Korthia. A name written within its pages begins to glow: ""Roh-Suir.""The book spins in your hand and points in a direction while Roh-Suir's name pulses. Perhaps this Roh-Suir could help you discover more about the relics you've found.> 
Eliminate 3 nathrezim inside Sinfall.	"The ""Unwelcome"" Guests"	Chelra, I mean Nal'ragas, would not have been working alone. We must assume the worst, that not all of our friends and allies are who they seem to be. It will take time for the Court of Harvesters to render our detection ritual. While we do so we will be exposed. I ask that you use the techniques you employed at Dominance Gate within Sinfall to root out any nathrezim within our ranks. Good hunting. 
Defeat Costel and recover Laurent's belongings.	An Unfortunate Situation	Laurent, mirror maker to the Master. Pleasure to meet you. Excuse my disheveled appearance. It appears I've found myself in a most unfortunate situation. I was attempting to travel on royal business when my mirror sent me to this wasteland instead. Not a moment after I arrived, a band of exiles ripped the clothes right from my back, making it impossible for me to traverse this unforgiving terrain. Assist me and I will endeavor to create a mirror which will allow us to escape this wretched place. 
Defeat Grixis Tinypop in a pet battle.	Ardenweald's Tricksters	 
Select a steward to aid you, then return to Kalisthene.	Your Personal Assistant	Here in Hero's Rest, we have a beacon that is the fastest way to draw the Polemarch's attention. It has been quite some time since we have used it, and I am afraid that it has fallen into disrepair. I authorize you to receive a steward companion during your stay here in Bastion. I will call for some to convene here. You may select one to aid you. 
Report to Prince Renathal in Sinfall.	Sinfall	I knew you could be counted on. Revendreth's revival relies on forging pacts with those outside of our realm. The Prince never had any doubt that you would agree to join our cause. He summoned the Court of Harvesters in anticipation of your arrival. Renathal awaits you within Sinfall, where you will be presented to the court. 
Speak with the forward scouts in Korthia.	Surveying Secrets	Each of the covenants have provided their own specialists in their areas of expertise. A few of them have taken to the field to scout this unknown land. Speak with them. They should all be keeping a report of their survey. Return them to me. 
Obtain the Ring of Otherworldly Metal from Mordretha in the Theater of Pain.	A Valuable Find: Theater of Pain	The Theater of Pain in Maldraxxus is a brutal place, where only the strongest survive. With the houses so fiercely in competition with one another, it is considered a great point of pride to house a champion with a winning record. As such, the house lords often outfit their contenders with powerful arms, armor, and trinkets. Often these are storied items that have been passed down through many battles. I would very much like to see such an item. 
See to the needs of the Promenade Champions.	...Even The Most Ridiculous Request!	A fan of the competition, are you? Perhaps you would like to be more than a mere spectator? I will give you a small task... one that not only benefits me, but that also gives you a chance to meet some of the storied competitors here. As you can see, our three remaining houses have sent champions to attend the Contest of Conquest. Talk with them and attend to what needs they might have. 
	Gormling Toss: Spirit Glen	 
Examine the curious creature outside of Exile's Hollow.	Core Control	Your timing is most excellent. It appears one of my traps captured a rather curious creature moments ago. I dare not investigate, but you... you can do this for me. Take Pocopoc along with you. Perhaps there are secrets yet to be discovered. 
Use the Pouch of Spores to plant mushrooms on 15 masked fae in the Stalks.	Mushroom For Improvement	The mushrooms are under attack! I need your help, or we risk losing it all! Some fae wearing strange masks came in and demanded to gain access to the rings. When I told them they were closed due to the drought, they attacked me! I'm too weak to fight back now, and I'm cut off from the center ring. These fae have destroyed so much, but there is something we can do. Sprinkle some of these spores on their corpses so we can regrow the rings. Even when slain, our enemies can still serve Ardenweald. 
Attune 4 Energy Terminals in the Arrangement Index.	Maintenance Mode	The architect set forth these tasks: Stay safe. Restore the Protoform Repository when danger passes. The mortal knows the cyphers. The mortal will help with the tasks. Attuning of the energy terminals is required. Each terminal requires a codex. Invaders pilfered the necessary codices. Go. 
Ride the barge to Tazavesh.	The Veiled Market	Let me guess... Ta'oku sent you my way, yes? <Ta'meri looks at the coin you offer.>So, you seek travel to Tazavesh. Not something we'd typically offer an outsider, but since payment has been accounted for, it would be my pleasure to assist you. Step aboard, and do remember to keep any appendages inside the craft at all times. The currents of the In-Between can be fickle. 
	Flight School: Up and Away!	 
Search near Blackthorn Grove for Ara'lon and the lost hunting party.	The Fate of Ara'lon	George, I have an urgent request to make of you. Recently, the Wild Hunt has been encountering the masked fae in greater numbers... particularly in the area surrounding Blackthorn Grove. I sent a hunting party to investigate, but they have yet to return. Ara'lon was leading the hunt. You have offered him aid before, yes? I ask that you do so again. Search the area for signs of the missing hunters and report back to me. 
Smash the rubble barring access to the secundus locus arrangement.	Between A Rock & A Rock	<Piles of rock are scattered around the area. The devourers have done enough damage to obscure the cypher you seek. Perhaps one of the nearby servitors could be made to clear the rubble.> 
Kill 50 E'rnee Duplicates.	Culling the Maelstrom	Those little E'rnee duplicates were unfriendly. Some effect of the Falls created them. They are not stable. Did you see where they went? They must be culled before they harm the rest of the wildlife. You take care of that while I collect another sample from the Falls. 
